sentence,sentiment
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4004),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #514),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #78),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3885),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2819),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #3014),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6086),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2597),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4147),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2351),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3337),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #765),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4545),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1248),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3980),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6209),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1402),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3128),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2993),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #546),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #34),1
Chương trình học bình thường (mẫu UIT-VSFC #1698),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #570),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6590),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #123),1
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1797),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1427),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1708),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3960),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1126),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3354),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1006),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #313),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #856),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5502),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #467),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1779),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1055),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2324),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2271),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2919),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2180),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3466),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5970),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3406),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2825),2
Môn học không khó không dễ (mẫu UIT-VSFC #1245),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4025),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1348),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2004),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5582),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #906),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5838),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #634),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1146),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #420),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #200),1
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1219),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1688),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1987),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2933),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5788),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1496),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2123),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #387),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2345),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3709),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5342),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5974),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1092),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2695),0
Giảng viên đáp ứng đủ yêu cầu dạy học nhưng chưa vượt trội.,1
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #584),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6379),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2166),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6320),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1121),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #777),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3970),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2806),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3462),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #54),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5460),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3574),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1174),1
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #432),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #685),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6410),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6363),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1572),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6325),2
"Môn học vừa đủ để tích lũy tín chỉ, không có ảnh hưởng lớn.",1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5811),2
Cô luôn chuẩn bị tài liệu học tập đầy đủ cho sinh viên.,2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1994),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #787),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #315),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1489),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2170),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4696),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3811),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #200),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #816),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4608),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1719),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #391),1
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #687),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #217),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #669),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3782),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4938),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3967),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3598),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1889),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #335),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #599),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #240),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2021),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #668),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5526),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3463),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #72),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4054),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3003),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6068),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2472),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6467),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3352),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2844),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4483),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2810),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2573),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #799),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1440),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #656),1
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #123),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1592),1
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #329),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5828),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #3022),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2454),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1433),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2020),2
Thầy luôn lấy ví dụ thực tế giúp sinh viên hiểu bài nhanh hơn.,2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3133),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4150),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2641),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1003),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2642),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1598),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2015),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #735),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1709),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4379),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1654),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2679),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #279),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1936),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1426),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5217),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #204),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #762),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1456),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #631),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1464),0
Môn học không khó không dễ (mẫu UIT-VSFC #285),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #110),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4816),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2022),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4257),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5954),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2024),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2844),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2398),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #412),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1237),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2958),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3371),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2211),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #51),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #988),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1186),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1564),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2209),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1532),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #817),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5718),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3094),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5245),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5886),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5479),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5016),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #460),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #576),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6278),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2704),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2065),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4349),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1196),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2861),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3098),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #685),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1106),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1902),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1650),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3554),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1945),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #829),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4427),2
Môn học không khó không dễ (mẫu UIT-VSFC #895),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #353),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #221),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2406),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #37),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1116),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1697),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3672),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #883),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1737),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1414),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3730),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1260),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #671),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1183),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #159),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3292),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1703),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #330),1
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2254),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3637),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #3058),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5234),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5527),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5790),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3582),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2202),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4857),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6519),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1856),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1711),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2646),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3839),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4319),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1474),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1752),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6611),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1303),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2583),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4625),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1590),0
